state,bill_id,title,status,summary,category,url,all_urls
New Jersey,A 4030,Use of Automated Tools in Hiring Decisions,Pending,Regulates use of automated tools in hiring decisions to minimize discrimination in employment.,Audit; Notification; Private Sector Use;,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4030&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4030&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Jersey,A 4292,Hospitals and Nursing Homes Interpreter Services,Pending,"Requires hospitals and nursing homes to provide access to certain interpreter services for deaf and hard of hearing. including, but not limited to, video remote interpreting services and AI-assisted interpreting services, as approved by the commissioner of health.",Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4292&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4292&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Jersey,A 4363,Nonprofit Smart Technology Security Infrastructure,Pending,Provides funding to nonprofit organizations to implement smart technology and AI systems to enhance security infrastructure.,Cybersecurity; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4363&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4363&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Jersey,A 4399,State Agencies Artificial Intelligence Impact Study,Pending,"Requires the Commission on Science, Innovation and Technology to study impact of State agencies procuring, implementing, and operating AI.",Government Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4399&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4399&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Jersey,A 4400,Artificial Intelligence Advisory Council,Pending,Establishes the state Artificial Intelligence Advisory Council.,Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4400&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4400&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Jersey,A 4480,Misuse of Personal Characteristics,Pending,"Establishes a civil right of action for misuse of individual's name, image, likeness, or voice, including infringement using AI technology.",Private Right of Action; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4480&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4480&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 4534,School Safety Planning and Training,Pending,"Relates to classroom safety mechanisms, emergency medical equipment, and evidence-based best practices for school safety planning and training.",Education Use; Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A4534&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A4534&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Jersey,A 4558,Artificial Intelligence Investments,Pending,Creates Next New Jersey Program for Artificial Intelligence Investments.,Effect on Labor/Employment; Taxes,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4558&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4558&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Jersey,A 4639,Boards of Education Artificial Intelligence Policies,Pending,Requires boards of education to adopt policy on use of video surveillance systems with AI capabilities.,Education Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4639&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4639&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New Jersey,A 4700,State Budget,Enacted,"Makes appropriations for the support of the state government and the several public purposes for the fiscal year; including funding for AI career and technical education expansion, AI innovation in education grants and AI Innovation Challenge.",Appropriations; Education/Training,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4700&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4700&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 4969,State Commission to Study Artificial Intelligence,Vetoed,"Creates a temporary state commission to study and investigate how to regulate AI, robotics and automation; repeals such commission.",Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A4969&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A4969&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 5296,Computer Science Course Requirement,Pending,Creates a computer science course requirement for graduation from high school; directs the department of education to design and implement such program.,Education/Training,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A5296&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A5296&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 5309,State Units,Pending,Requires state units to purchase a product or service that is or contains an algorithmic decision system that adheres to responsible AI standards; specifies content included in responsible AI standards; requires the commissioner of taxation and finance to adopt certain regulations; alters the definition of unlawful discriminatory practice to include acts performed through algorithmic decision systems.,Government Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A5309&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A5309&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Wisconsin,A 542,Schools to Acquire Proactive Firearm Detection Software,Failed,Relates to grants to schools to acquire proactive firearm detection software; makes an appropriation.,Education Use; Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000A542&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000A542&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 567,Automated Employment Decision Tools,Failed,Establishes criteria for the use of automated employment decision tools; provides for enforcement for violations of such criteria.,Private Sector Use; Responsible Use; Impact Assessment,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A567&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A567&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Wisconsin,A 664,Artificial Intelligence Content Disclosure,Enacted,Concerns disclosures regarding content generated by AI in political advertisements; grants rule-making authority; provides for a penalty.,Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000A664&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000A664&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 7106,Political Artificial Intelligence Disclaimer (PAID) Act,Pending,"Amends the Election Law, in relation to the use and disclosure of synthetic media; provides that any political communication which was produced by or includes any synthetic media shall be required to disclose the use of such synthetic media; provides that the disclosure on printed or digital political communications, including but not limited to brochures, flyers, posters, mailings, or internet advertising shall be printed or typed in an appropriate legible form.",Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7106&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7106&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 7501,State Office of Algorithmic Innovation,Pending,"Creates a state Office of Algorithmic Innovation to set policies and standards to ensure algorithms are safe, effective, fair and ethical and that the state is conducive to promoting algorithmic innovation.",Oversight/Governance; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7501&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7501&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 7634,Applicants of the Empire State Film Production Credit,Pending,Amends the Tax Law; prohibits applicants of the Empire State Film Production Credit from using AI that would displace any natural person in their productions.,Effect on Labor/Employment; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7634&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7634&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 7838,Department of Labor Study on Artificial Intelligence,Pending,"Requires the Department of Labor to study the long-term impact of AI on the state workforce including but not limited to on job performance, productivity, training, education requirements, privacy and security; prohibits any state entity from using AI in any way that would displace any natural person from their employment with such state entity until the department's final report is received.",Effect on Labor/Employment; Studies; Education/Training,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7838&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7838&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 7859,Employers and Employment Agencies,Pending,Requires employers and employment agencies to notify candidates for employment if machine learning technology is used to make hiring decisions prior to the use of such technology.,Effect on Labor/Employment; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7859&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7859&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 7904,Disclosure of the Use of Artificial Intelligence,Pending,Requires disclosure of the use of AI in political communications; directs the state board of elections to create criteria for determining whether a political communication contains an image or video footage created through generative AI and to create a definition of content generated by AI.,Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7904&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7904&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 7906,Use of Automated Decision Tools by Landlords,Pending,Relates to the use of automated decision tools by landlords for making housing decisions; sets conditions and rules for use of such tools.,Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7906&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7906&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,A 8098,Generative Artificial Intelligence Created Books,Pending,"Provides that any book that was wholly or partially created through the use of generative AI, published in the state, shall conspicuously disclose upon the cover of the book, that such book was created with the use of generative AI; provides that books subject to such provisions shall include, but not be limited to, all printed and digital books, regardless of the target age group or audience, consisting of text, pictures, audio, puzzles, games or any combination.",Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A8098&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A8098&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
